Date,YAHOO/AX_BHP,YAHOO/AAPL,YAHOO/ASX_WBC_AX,YAHOO/INDEX_AORD,YAHOO/DRAM,YAHOO/INDEX_GOX
2007-12-05,25.93964,24.261422,13.47345,6568.399902,58.999798,173.84
2007-12-06,26.35272,24.843434,13.43545,6660.5,57.586631,177.42
2007-12-07,26.4256,25.412369,13.73457,6714.0,58.293216,176.28
2007-12-10,26.48027,25.400598,13.74881,6686.100098,56.703399,178.53
2007-12-11,26.85083,24.659022,14.05267,6738.100098,54.936938,172.69
2007-12-12,26.24337,24.962454,14.0574,6675.399902,54.583646,176.94
2007-12-13,26.27978,25.089319,13.99569,6661.100098,56.350106,171.93
2007-12-14,25.54477,24.900983,13.76779,6556.100098,57.056691,168.11
2007-12-17,24.52417,24.117554,13.43545,6331.799805,58.823152,160.71
2007-12-18,24.36015,23.931833,13.67286,6292.600098,57.056691,164.31
2007-12-19,24.32979,23.950144,13.19335,6280.799805,57.763277,162.76
2007-12-20,23.99564,24.485072,12.96072,6244.799805,60.059677,162.12
2007-12-21,24.08678,25.361362,13.06989,6309.399902,60.059677,168.98
2007-12-24,24.61532,26.00092,13.29306,6388.0,58.999798,170.05
2007-12-25,24.61532,,13.29306,,,
2007-12-26,24.61532,26.020539,13.29306,,58.469863,173.57
2007-12-27,24.96761,25.97084,13.25033,6426.399902,57.409984,172.53
2007-12-28,24.6092,26.135633,13.24081,6423.700195,55.113585,177.46
2007-12-31,24.38446,25.906752,13.25506,6421.0,58.469863,174.27
2008-01-01,24.38446,,13.25506,,,
2008-01-02,24.48165,25.482995,13.32155,6434.100098,57.763277,185.9
2008-01-03,24.36015,25.494766,13.09838,6372.600098,58.646505,193.75
2008-01-04,24.81574,23.54862,13.12213,6385.399902,56.526752,191.49
2008-01-07,24.31159,23.233417,12.8895,6240.399902,57.409984,188.88
2008-01-08,23.69191,22.397674,12.93696,6205.700195,57.233338,196.17
2008-01-09,23.81341,23.463607,12.7993,6159.5,56.526752,199.11
2008-01-10,23.74658,23.283119,12.62837,6147.299805,57.409984,203.34
2008-01-11,23.26667,22.586011,12.34354,6054.399902,55.82017,204.94
2008-01-14,23.2302,23.382519,12.16315,6040.899902,57.409984,207.99
2008-01-15,23.51573,22.10863,12.25808,6019.799805,58.11657,199.85
2008-01-16,22.79281,20.87921,12.06344,5870.799805,58.293216,190.15
2008-01-17,22.1732,21.042697,12.19637,5857.0,55.643524,184.81
2008-01-18,21.1405,21.104167,12.60467,5799.399902,56.350106,186.4
2008-01-21,20.22321,,12.23432,5630.899902,,
2008-01-22,18.83205,20.356052,11.6314,5222.0,58.11657,190.49
2008-01-23,20.58765,18.188874,11.97325,5445.600098,56.526752,185.26
2008-01-24,21.15266,17.735035,12.15364,5605.799805,56.526752,194.98
2008-01-25,22.35549,17.003922,12.62364,5886.299805,58.646505,193.49
2008-01-28,22.35549,17.003922,12.62364,,57.939923,196.35
2008-01-29,21.68724,17.204031,12.46223,5754.5,57.056691,195.34
2008-01-30,21.9363,17.287734,12.15364,5665.299805,56.526752,197.06
2008-01-31,22.50735,17.703645,12.14413,5697.0,57.586631,192.72
2008-02-01,23.41854,17.493075,12.59042,5882.299805,56.526752,188.92
2008-02-04,23.88629,17.218416,12.45749,5921.700195,58.293216,184.74
2008-02-05,24.08678,16.918909,12.29608,5852.100098,58.293216,178.32
2008-02-06,22.27039,15.9563,12.05871,5677.600098,56.703399,180.25
2008-02-07,22.42836,15.856899,11.68837,5668.299805,57.056691,180.88
2008-02-08,21.9545,16.411447,11.85452,5723.899902,57.409984,187.0
2008-02-11,21.77832,16.93068,11.53647,5603.100098,59.706384,186.69
2008-02-12,22.42225,16.330357,11.50798,5669.399902,57.233338,181.19
2008-02-13,22.68958,16.92414,11.03798,5615.299805,56.173463,183.83
2008-02-14,23.71011,16.670408,11.46998,5748.200195,59.706384,182.17
2008-02-15,23.86808,16.300275,11.09017,5679.799805,58.293216,182.24
2008-02-18,23.66759,,10.68193,5634.0,,
2008-02-19,24.11714,15.979842,10.99051,5688.600098,57.939923,191.25
2008-02-20,23.50357,16.194336,10.65817,5577.299805,56.173463,196.47
2008-02-21,23.69191,15.896137,10.943,5663.0,55.82017,197.74
2008-02-22,24.13541,15.624094,10.66768,5644.5,57.939923,197.23
2008-02-25,24.01745,15.660716,11.16617,5699.799805,57.056691,197.89
2008-02-26,23.83296,15.58355,11.3893,5745.799805,56.880045,200.81
2008-02-27,24.50951,16.081857,11.65515,5842.5,57.600045,206.59
2008-02-28,24.35576,16.990843,11.30383,5746.100098,58.500048,211.02
2008-02-29,24.34345,16.351284,11.0712,5674.700195,59.040049,205.01
2008-03-03,23.73456,15.920986,10.80061,5510.700195,58.140047,213.13
2008-03-04,23.7776,16.298967,10.79583,5479.200195,57.780046,206.79
2008-03-05,24.00514,16.281966,10.64866,5471.600098,58.500048,214.38
2008-03-06,24.47878,15.816355,10.50627,5531.899902,58.500048,214.35
2008-03-07,23.91293,15.988996,10.03622,5368.899902,55.440044,208.41
2008-03-10,22.94117,15.654176,9.97929,5275.700195,56.520046,200.89
2008-03-11,21.88944,16.656023,10.41129,5211.100098,57.420045,210.05
2008-03-12,22.63366,16.483381,11.04271,5334.100098,54.540045,210.5
2008-03-13,22.37532,16.733189,10.74837,5215.700195,56.880047,217.95
2008-03-14,23.32246,16.559238,10.9193,5288.5,55.620044,221.39
2008-03-17,23.06412,16.574933,10.59169,5173.200195,53.820043,216.25
2008-03-18,21.9571,17.37144,10.67242,5163.799805,56.160045,206.07
2008-03-19,22.72587,16.959454,11.39403,5349.200195,52.380044,190.85
2008-03-20,20.83152,17.430296,11.44149,5182.399902,53.820043,184.84
2008-03-21,20.83152,,11.44149,,,
2008-03-24,20.83152,18.249037,11.44149,,54.000044,182.77
2008-03-25,21.16365,18.438681,11.77383,5355.700195,54.720046,191.54
2008-03-26,21.71719,18.972301,11.77383,5421.299805,55.260043,196.13
2008-03-27,21.99396,18.343206,11.66939,5418.5,55.260043,193.54
2008-03-28,22.17233,18.704184,11.34656,5401.200195,56.160045,191.41
2008-03-31,22.0247,18.76827,11.27535,5409.700195,54.180044,186.87
2008-04-01,22.54138,19.556931,11.1092,5414.5,54.360045,182.37
2008-04-02,22.60286,19.290119,11.83081,5544.899902,55.620044,189.55
2008-04-03,23.42705,19.828972,12.15364,5645.799805,54.360045,190.14
2008-04-04,23.74068,20.021233,11.93052,5663.700195,57.960046,192.83
2008-04-07,24.94004,20.388751,11.45574,5684.100098,58.140047,193.08
2008-04-08,24.84776,19.989843,11.18042,5634.399902,56.700047,190.33
2008-04-09,25.77647,19.806737,10.99998,5583.5,55.260043,193.98
2008-04-10,25.83183,20.213492,10.71988,5515.5,54.360045,193.95
2008-04-11,25.93023,19.244344,10.70564,5505.200195,54.180044,190.33
2008-04-14,25.6166,19.328049,10.66291,5410.899902,56.160045,190.62
2008-04-15,25.83183,19.406523,10.70564,5465.899902,54.360045,192.48
2008-04-16,26.32389,20.102322,10.68193,5534.600098,56.880047,203.08
2008-04-17,26.68676,20.205645,10.69139,5587.299805,55.080047,200.83
2008-04-18,26.09017,21.062315,10.59647,5504.100098,55.800045,196.01
2008-04-21,27.0558,21.993536,11.28959,5664.200195,55.980045,192.75
2008-04-22,26.76673,20.952452,11.58866,5628.399902,55.080047,191.55
2008-04-23,27.73848,21.304276,11.87354,5711.399902,55.440044,184.78
2008-04-24,27.61547,22.09555,11.81657,5658.700195,54.360045,177.23
2008-04-25,27.61547,22.198875,11.81657,5658.700195,56.160045,180.65
2008-04-28,26.81589,22.527156,11.95423,5670.299805,58.860048,179.01
2008-04-29,26.99426,22.894674,12.12988,5672.600098,58.860048,172.05
2008-04-30,25.99789,22.750806,11.62666,5657.0,59.040049,176.7
2008-05-01,26.38537,23.54208,11.65515,5652.700195,59.220049,172.33
2008-05-02,26.70518,23.665023,12.27232,5760.399902,58.500048,174.68
2008-05-05,27.13578,24.160714,12.33403,5797.700195,58.320047,179.55
2008-05-06,27.32027,24.413138,12.15364,5777.899902,58.860048,184.03
2008-05-07,27.85538,23.880826,11.7691,5757.799805,57.600045,181.38
2008-05-08,27.64621,24.203876,12.19637,5800.899902,55.980045,188.95
2008-05-09,28.59953,23.993305,12.3293,5844.399902,56.520046,187.32
2008-05-12,28.81483,24.609321,12.3293,5894.100098,58.140047,186.92
2008-05-13,28.1567,24.844742,11.92101,5883.200195,58.860048,185.86
2008-05-14,29.86656,24.360823,11.84505,5940.299805,57.600045,182.42
2008-05-15,29.50982,24.814662,11.70261,5964.899902,58.860048,188.99
2008-05-16,29.95265,24.538695,11.80232,6006.100098,58.320047,194.38
2008-05-19,30.47546,24.012922,11.98878,6035.0,57.780046,195.27
2008-05-20,29.8973,24.313738,11.94918,5994.899902,58.140047,199.64
2008-05-21,28.82714,23.305353,11.64241,5916.399902,58.680048,197.23
2008-05-22,29.33763,23.156252,11.30596,5920.0,58.140047,196.05
2008-05-23,29.20843,23.695104,11.13773,5866.200195,55.260043,194.88
2008-05-26,28.69794,,11.22182,5807.5,,
2008-05-27,28.72255,24.383056,11.12782,5818.399902,57.960046,189.05
2008-05-28,27.73848,24.458914,10.97936,5754.5,57.240048,190.73
2008-05-29,28.30433,24.417062,11.30596,5817.200195,57.600045,183.87
2008-05-30,26.75442,24.686487,11.50388,5773.899902,57.960046,186.22
2008-06-02,27.97833,24.339896,11.21689,5781.200195,58.500048,186.94
2008-06-03,27.38174,24.244419,10.7815,5703.0,57.780046,183.28
2008-06-04,27.33258,24.220879,10.92497,5698.200195,54.900046,180.46
2008-06-05,26.1394,24.775424,11.05359,5633.799805,53.460043,185.41
2008-06-06,27.06193,24.279733,11.25649,5691.200195,53.820043,189.01
2008-06-09,27.06193,23.752653,11.25649,,52.020043,189.51
2008-06-10,26.60679,24.279733,10.68744,5544.299805,52.740045,179.54
2008-06-11,26.71749,23.64802,11.0091,5561.899902,50.76004,179.3
2008-06-12,25.70888,22.660561,10.62313,5433.200195,49.50004,175.1
2008-06-13,26.47153,22.544159,10.83589,5479.600098,49.50004,176.53
2008-06-16,26.82208,23.128787,10.73696,5476.299805,50.400042,178.89
2008-06-17,27.63396,23.72911,10.76665,5525.899902,49.680041,180.2
2008-06-18,27.87381,23.378595,10.88536,5550.299805,47.70004,180.47
2008-06-19,27.67082,23.659792,10.43019,5484.299805,45.360037,178.85
2008-06-20,27.46172,22.923448,10.20752,5411.799805,45.180037,178.73
2008-06-23,27.43098,22.647482,10.22729,5408.899902,44.820036,179.13
2008-06-24,28.21824,22.659253,9.99475,5418.799805,45.360037,179.17
2008-06-25,26.88974,23.200721,10.16791,5363.100098,44.640036,180.27
2008-06-26,27.03119,22.006615,10.58358,5421.5,40.860034,189.08
2008-06-27,26.37925,22.245958,10.23721,5349.399902,45.540038,196.58
2008-06-30,26.87743,21.899367,9.89582,5332.899902,46.800037,197.66
2008-07-01,27.30796,22.846283,9.50491,5261.100098,43.200036,200.0
2008-07-02,26.37925,21.996152,9.54945,5211.600098,44.100034,194.92
2008-07-03,24.49108,22.249882,9.74244,5094.0,53.460043,192.6
2008-07-04,25.03232,,10.04422,5170.0,,
2008-07-07,24.44804,22.909061,9.89582,5091.700195,45.900039,188.23
2008-07-08,24.29422,23.483226,9.6583,5022.399902,44.280035,185.26
2008-07-09,24.58949,22.790042,9.74244,5089.399902,46.620037,184.45
2008-07-10,23.8637,23.101321,9.43562,5020.5,41.580036,188.11
2008-07-11,24.81702,22.571624,9.40598,5067.799805,43.200036,195.66
2008-07-14,24.51564,22.74165,9.56923,5007.899902,42.480034,202.22
2008-07-15,24.20813,22.187103,9.24268,4910.100098,44.460035,198.66
2008-07-16,24.16508,22.601706,9.61376,4947.5,42.300034,194.37
2008-07-17,23.09492,22.470916,10.08876,4977.399902,41.220035,191.83
2008-07-18,22.54138,21.59986,9.99475,4915.299805,42.300034,191.28
2008-07-21,23.49471,21.748959,10.42028,5075.399902,43.740037,195.31
2008-07-22,23.98671,21.190488,10.1729,5075.899902,44.100034,188.46
2008-07-23,23.78991,21.745036,10.88536,5161.600098,42.300034,178.42
2008-07-24,23.09492,20.799428,11.2812,5188.399902,42.840035,174.74
2008-07-25,22.70744,21.203568,10.9299,5028.899902,42.840035,176.99
2008-07-28,23.37169,20.193873,10.05907,4989.899902,43.020035,176.88
2008-07-29,23.52545,20.54439,9.99969,4923.299805,42.840035,172.52
2008-07-30,24.14665,20.9106,10.3609,5008.700195,43.020035,173.7
2008-07-31,24.42342,20.788966,10.66274,5052.600098,42.300034,171.65
2008-08-01,24.05437,20.489457,10.38566,4978.0,42.840035,165.2
2008-08-04,23.58692,20.04085,10.4005,4957.600098,41.760032,158.59
2008-08-05,22.03089,21.01,10.8062,4882.0,42.660034,151.72
2008-08-06,22.89194,21.474302,11.3752,5018.100098,42.660034,154.74
2008-08-07,22.87351,21.393213,11.45441,5030.0,41.760032,152.92
2008-08-08,22.84889,22.175332,11.65233,5037.600098,42.120033,144.96
2008-08-11,22.43067,22.699797,12.04816,5069.299805,42.660034,136.66
2008-08-12,22.88581,23.1144,12.12234,5090.299805,43.200036,140.92
2008-08-13,22.60905,23.450529,11.6325,4995.899902,42.300034,149.04
2008-08-14,23.80222,23.453145,11.12782,5039.0,44.640036,142.29
2008-08-15,23.35939,22.984919,11.2812,5038.899902,43.560037,137.33
2008-08-18,23.74068,22.939142,11.35542,5043.5,42.300034,139.72
2008-08-19,22.75661,22.695875,11.01404,4930.399902,43.380036,143.75
2008-08-20,23.82065,22.997998,11.06844,4997.5,41.400035,144.3
2008-08-21,23.95597,22.795274,10.71713,4949.600098,43.020035,154.61
2008-08-22,24.69401,23.122247,10.88536,5010.200195,42.480034,149.39
2008-08-25,24.60179,22.5677,11.37027,5090.100098,42.300034,148.67
2008-08-26,25.06306,22.71026,11.25649,5082.299805,43.020035,149.41
2008-08-27,25.14915,22.844975,11.23173,5087.799805,42.120033,152.83
2008-08-28,25.67807,22.72334,11.44943,5143.299805,43.020035,153.81
2008-08-29,25.46284,22.172716,11.65233,5215.5,43.380036,152.0
2008-09-01,25.71134,,11.72157,5200.0,,
2008-09-02,24.59097,21.73588,11.89971,5195.0,43.740037,141.98
2008-09-03,23.75232,21.836589,11.99865,5130.5,43.200036,137.57
2008-09-04,23.22654,21.085858,11.88487,5050.899902,43.560037,131.86
2008-09-05,23.15768,20.949836,11.55334,4949.5,42.840035,132.83
2008-09-08,23.53323,20.654252,12.16194,5126.299805,41.400035,127.15
2008-09-09,22.5631,19.838127,11.97394,5041.899902,41.940033,114.41
2008-09-10,21.78078,19.828972,11.99865,4961.399902,41.400035,119.25
2008-09-11,21.57422,19.964992,11.50881,4871.5,41.580036,116.71
2008-09-12,22.53182,19.479765,11.63748,4957.100098,39.960032,129.34
2008-09-15,22.5631,18.357591,11.45441,4875.0,40.500033,123.68
2008-09-16,22.78219,18.294812,11.50881,4799.899902,41.760032,126.94
2008-09-17,22.31274,16.718802,11.38511,4769.700195,37.440029,138.27
2008-09-18,21.9059,17.537542,10.88536,4651.899902,36.18003,139.74
2008-09-19,22.15627,18.429525,11.64735,4840.700195,34.560029,145.14
2008-09-22,24.84757,17.139942,12.22132,5050.100098,34.920027,156.12
2008-09-23,23.72098,16.589321,12.12234,4957.700195,35.280027,151.93
2008-09-24,23.70222,16.833895,12.11248,5008.200195,35.820029,152.67
2008-09-25,22.78219,17.255038,11.80571,4960.799805,35.820029,149.01
2008-09-26,22.43169,16.772425,11.86509,4934.600098,35.100027,145.91
2008-09-29,21.43028,13.766886,11.45441,4839.200195,32.220027,139.86
2008-09-30,19.40241,14.865516,10.62806,4631.299805,31.680026,139.77
2008-10-01,20.49773,14.271733,11.50388,4814.5,33.300026,140.05
2008-10-02,19.82177,13.092013,11.6325,4774.100098,33.300026,117.93
2008-10-03,19.03938,12.695721,11.48405,4702.799805,32.580028,119.36
2008-10-06,18.64507,12.835666,11.1328,4544.700195,28.440024,112.05
2008-10-07,19.84052,11.661177,11.51374,4597.899902,27.360023,110.43
2008-10-08,18.71393,11.743575,10.72212,4369.799805,28.080023,130.88
2008-10-09,18.67635,11.606246,10.63798,4291.299805,27.000022,122.97
2008-10-10,17.36201,12.660408,9.98982,3939.5,23.400019,108.04
2008-10-13,18.77649,14.420833,10.88536,4141.899902,25.200021,112.94
2008-10-14,19.40241,13.612554,11.25151,4311.5,26.460021,117.78
2008-10-15,18.58874,12.810816,11.23173,4272.5,24.84002,102.63
2008-10-16,16.14781,13.326126,10.88536,3988.100098,22.680019,95.28
2008-10-17,15.39047,12.738882,10.62806,3944.800049,23.94002,92.44
2008-10-20,16.57963,12.874902,11.35542,4098.700195,23.94002,101.01
2008-10-21,18.34467,11.965916,11.43956,4251.399902,24.300019,91.12
2008-10-22,17.05531,12.669563,10.91012,4120.100098,22.860019,75.92
2008-10-23,15.45933,12.847437,10.62806,3939.300049,22.500018,72.33
2008-10-24,15.25906,12.605477,10.22236,3831.600098,22.500018,75.71
2008-10-27,15.39677,12.04439,9.89084,3768.300049,22.680019,68.84
2008-10-28,15.87239,13.067163,10.14321,3755.399902,22.680019,78.02
2008-10-29,16.46074,13.674026,10.02444,3805.800049,22.680019,87.11
2008-10-30,17.90026,14.522848,10.04422,3957.300049,23.76002,91.41
2008-10-31,17.51848,14.071625,10.03436,3982.699951,23.04002,87.53
2008-11-03,18.71393,13.989228,10.62313,4173.0,25.200021,88.03
2008-11-04,18.22571,14.516308,11.03381,4169.799805,25.38002,100.93
2008-11-05,19.77796,13.510539,11.17684,4287.299805,22.680019,95.96
2008-11-06,18.27581,12.961223,10.89661,4106.5,22.680019,86.93
2008-11-07,17.4809,12.848745,10.89661,4006.600098,23.400019,91.59
2008-11-10,18.7077,12.540082,10.33104,4060.0,21.960017,96.08
2008-11-11,18.02545,12.394906,10.01451,3921.800049,23.400019,90.75
2008-11-12,17.71252,11.786735,9.9107,3883.600098,23.400019,81.25
2008-11-13,15.64707,12.613324,8.80547,3672.399902,26.280022,91.6
2008-11-14,16.52336,11.80243,8.71729,3726.0,22.500018,85.99
2008-11-17,15.7097,11.527773,8.4682,3639.5,22.320018,83.05
2008-11-18,15.1464,11.75927,8.06865,3513.100098,23.400019,82.09
2008-11-19,14.52048,11.285812,8.43189,3483.199951,19.980016,77.36
2008-11-20,13.20614,10.527234,8.09462,3332.600098,19.620017,74.73
2008-11-21,13.70688,10.800584,8.48377,3386.899902,21.600018,95.64
2008-11-24,14.63314,12.156869,8.56161,3388.800049,20.880016,102.77
2008-11-25,16.41071,11.875672,9.25172,3575.399902,20.880016,104.33
2008-11-26,17.05531,12.424987,8.61348,3479.600098,21.240017,110.55
2008-11-27,18.02545,,8.69132,3528.199951,,
2008-11-28,19.40241,12.120248,9.28286,3672.699951,21.600018,112.09
2008-12-01,18.71393,11.631096,8.78996,3619.0,23.04002,97.2
2008-12-02,16.91761,12.09409,8.35405,3473.399902,21.240017,104.36
2008-12-03,17.40582,12.542697,8.56161,3476.5,21.600018,101.9
2008-12-04,17.21178,11.955454,8.78996,3468.100098,21.060017,98.06
2008-12-05,16.36683,12.294198,8.74325,3427.199951,20.880016,99.64
2008-12-08,17.03656,13.042313,9.27769,3553.800049,21.780018,108.05
2008-12-09,17.80642,13.086781,9.27769,3533.699951,22.500018,108.2
2008-12-10,19.00181,12.844821,8.49416,3573.300049,21.600018,119.66
2008-12-11,18.90167,12.424987,8.58757,3534.199951,21.780018,118.24
2008-12-12,18.03797,12.852668,8.31774,3452.5,21.780018,121.71
2008-12-15,19.33978,12.39229,8.5253,3535.699951,22.860019,125.65
2008-12-16,19.17709,12.481227,8.55644,3498.899902,21.780018,134.83
2008-12-17,19.37113,11.661177,8.15689,3515.0,22.680019,132.55
2008-12-18,19.40241,11.69649,8.27104,3521.699951,23.04002,122.58
2008-12-19,18.72645,11.77104,8.98189,3547.199951,21.780018,124.17
2008-12-22,18.55117,11.213878,8.70689,3492.300049,20.700018,122.02
2008-12-23,17.83141,11.297583,8.43706,3468.199951,20.880016,125.45
2008-12-24,18.0505,11.122325,8.56161,3515.0,20.700018,124.34
2008-12-25,18.0505,,8.56161,,,
2008-12-26,18.0505,11.223033,8.56161,3515.0,21.600018,131.39
2008-12-29,18.0943,11.327665,8.69132,3554.199951,23.94002,135.34
2008-12-30,18.55746,11.285812,8.62905,3591.399902,23.76002,134.83
2008-12-31,19.05191,11.16287,8.80547,3659.300049,23.400019,138.36
2009-01-01,19.05191,,8.80547,,,
2009-01-02,19.13951,11.869133,8.69655,3655.699951,23.400019,138.25
2009-01-05,19.79672,12.370056,8.63428,3638.899902,22.860019,133.71
2009-01-06,19.84052,12.166024,8.83661,3689.199951,26.640021,137.56
2009-01-07,20.40382,11.903138,8.7536,3728.199951,23.400019,125.57
2009-01-08,19.24595,12.124172,8.59797,3643.600098,23.220018,132.09
2009-01-09,19.84052,11.846898,8.56161,3680.399902,22.680019,129.0
2009-01-12,19.29598,11.595783,8.53047,3624.0,22.680019,120.14
2009-01-13,19.04561,11.471533,8.58757,3593.899902,22.320018,123.07
2009-01-14,19.36483,11.160254,8.69132,3624.300049,21.960017,116.03
2009-01-15,18.08807,10.905215,8.38519,3476.800049,21.960017,121.01
2009-01-16,18.7014,10.767887,8.35927,3494.899902,22.860019,127.54
2009-01-19,19.01433,,8.34888,3531.0,,
2009-01-20,18.11935,10.227726,8.04274,3425.0,23.04002,126.4
2009-01-21,17.93784,10.833281,7.79365,3394.800049,21.780018,130.45
2009-01-22,18.23824,11.556546,8.05308,3431.899902,22.320018,129.12
2009-01-23,17.1805,11.556546,7.57575,3300.300049,22.140017,140.24
2009-01-26,17.1805,11.723957,7.57575,,22.860019,140.56
2009-01-27,18.35719,11.866517,7.6899,3392.300049,23.400019,138.31
2009-01-28,18.68265,12.320356,8.08945,3435.100098,23.220018,137.33
2009-01-29,19.18332,12.163408,8.14649,3461.300049,23.400019,142.36
2009-01-30,19.08948,11.788043,8.11536,3478.100098,23.400019,141.19
2009-02-02,18.77649,11.968532,7.94416,3443.5,24.480019,136.39
2009-02-03,18.63884,12.160793,8.50973,3449.100098,22.680019,137.54
2009-02-04,18.63255,12.235342,8.54604,3382.300049,22.860019,141.32
2009-02-05,19.79042,12.615939,8.31257,3372.600098,22.680019,145.02
2009-02-06,20.17227,13.042313,8.56161,3407.5,23.04002,149.04
2009-02-09,20.86698,13.407216,8.572,3445.800049,22.500018,145.09
2009-02-10,20.87321,12.795121,8.39558,3428.600098,22.500018,141.78
2009-02-11,20.25988,12.663024,8.39041,3418.100098,22.860019,153.41
2009-02-12,20.32244,12.983458,8.63945,3458.5,22.680019,154.09
2009-02-13,20.46638,12.969071,8.79513,3496.699951,23.220018,151.68
2009-02-16,20.11587,,8.78996,3461.300049,,
2009-02-17,19.85305,12.363516,8.70689,3412.199951,21.960017,155.22
2009-02-18,18.97053,12.34259,8.55126,3366.899902,21.960017,157.94
2009-02-19,18.87669,11.854746,8.82104,3398.0,22.500018,151.15
2009-02-20,19.09571,11.927987,8.49933,3353.0,22.320018,156.52
2009-02-23,18.96178,11.372133,8.4682,3304.100098,22.140017,152.84
2009-02-24,18.74183,11.803738,8.43189,3285.0,22.140017,142.36
2009-02-25,18.76772,11.922756,8.39558,3281.5,22.140017,141.35
2009-02-26,18.50243,11.665101,8.63945,3297.399902,22.680019,143.46
2009-02-27,18.65128,11.680796,8.76399,3296.899902,21.960017,143.42
2009-03-02,18.08191,11.501614,8.45786,3203.800049,22.140017,132.63
2009-03-03,17.65495,11.557854,8.33848,3171.399902,21.960017,136.36
2009-03-04,17.5385,11.924064,8.14649,3125.899902,22.140017,136.26
2009-03-05,18.31481,11.619325,8.1932,3148.800049,21.960017,143.22
2009-03-06,17.88785,11.156331,8.14649,3111.699951,21.060017,144.63
2009-03-09,18.83883,10.869902,8.2503,3121.699951,21.060017,139.79
2009-03-10,18.9424,11.591859,8.5357,3143.199951,22.500018,133.01
2009-03-11,19.73165,12.121556,8.7536,3199.100098,22.500018,140.38
2009-03-12,19.63459,12.601553,8.61348,3190.399902,23.04002,146.64
2009-03-13,20.48206,12.546621,8.79513,3294.699951,22.320018,147.57
2009-03-16,20.05511,12.479919,8.88854,3297.300049,23.04002,146.13
2009-03-17,20.63735,13.034465,9.1895,3393.399902,22.320018,143.62
2009-03-18,20.10682,13.277734,9.20502,3386.199951,22.320018,155.52
2009-03-19,20.21683,13.290813,9.44371,3416.800049,22.680019,163.97
2009-03-20,20.81846,13.286889,9.42814,3405.0,23.04002,162.93
2009-03-23,21.556,14.08078,9.83291,3483.100098,22.320018,164.21
2009-03-24,21.86651,13.929065,9.93149,3517.300049,22.500018,161.61
2009-03-25,21.51716,13.927757,10.18053,3546.199951,22.860019,166.66
2009-03-26,21.85356,14.369824,10.17019,3586.300049,22.680019,166.92
2009-03-27,22.00234,13.974841,9.93149,3615.600098,22.320018,161.74
2009-03-30,21.05787,13.666178,9.96263,3554.199951,23.220018,158.85
2009-03-31,20.64379,13.748576,9.90553,3532.300049,22.680019,160.54
2009-04-01,20.76675,14.215493,10.07678,3527.199951,22.680019,167.62
2009-04-02,21.59484,14.741267,10.32582,3622.199951,22.320018,159.77
2009-04-03,22.38409,15.170255,10.5853,3674.0,21.960017,150.79
2009-04-06,21.9959,15.491997,10.74093,3696.399902,22.320018,145.27
2009-04-07,21.15487,15.040774,10.53337,3648.5,22.320018,146.51
2009-04-08,20.55974,15.213417,10.38292,3567.5,22.680019,146.51
2009-04-09,20.99314,15.638481,10.37774,3617.5,23.04002,145.7
2009-04-10,20.99314,,10.37774,,,
2009-04-13,20.99314,15.723495,10.37774,,21.780018,148.49
2009-04-14,21.37482,15.473686,10.72536,3697.899902,22.860019,146.87
2009-04-15,21.69834,15.386057,10.74615,3693.899902,22.680019,148.53
2009-04-16,21.48483,15.884366,10.57491,3725.600098,23.04002,141.06
2009-04-17,21.61423,16.14202,10.49189,3728.100098,22.860019,136.33
2009-04-20,21.27132,15.760115,10.51263,3722.600098,22.500018,139.84
2009-04-21,20.4174,15.92491,10.2428,3633.100098,22.320018,137.97
2009-04-22,20.37212,15.892213,10.37252,3627.199951,22.500018,138.0
2009-04-23,21.01259,16.400983,10.63718,3695.800049,23.04002,142.12
2009-04-24,20.73442,16.2048,10.49189,3668.199951,23.04002,150.12
2009-04-27,20.96725,16.313354,10.37774,3690.0,22.860019,147.83
2009-04-28,20.7538,16.2048,10.22206,3671.699951,23.76002,143.31
2009-04-29,20.87669,16.366977,9.78098,3661.899902,23.400019,146.77
2009-04-30,21.52367,16.457222,9.96263,3744.699951,23.76002,142.57
2009-05-01,21.34899,16.641636,9.83291,3737.899902,24.480019,143.63
2009-05-04,21.87946,17.273349,10.11826,3846.0,24.12002,152.18
2009-05-05,22.30641,17.357052,10.11826,3862.199951,23.220018,152.36
2009-05-06,21.93124,17.329588,10.35695,3840.100098,22.860019,161.33
2009-05-07,23.08923,16.879673,10.5386,3912.100098,23.94002,158.95
2009-05-08,22.84338,16.896676,10.68905,3919.600098,24.480019,164.06
2009-05-11,22.824,16.946375,10.61121,3910.5,24.300019,162.88
2009-05-12,22.19647,16.27281,10.57491,3863.600098,24.480019,169.07
2009-05-13,22.27408,15.628018,10.68905,3842.5,25.020021,164.65
2009-05-14,20.89614,16.080549,10.4815,3710.800049,24.480019,165.71
2009-05-15,21.56895,16.011231,10.61121,3758.899902,24.12002,164.06
2009-05-18,21.28426,16.56447,10.54394,3721.600098,24.66002,163.96
2009-05-19,21.90535,16.669102,10.83566,3800.600098,25.020021,167.66
2009-05-20,22.1253,16.462454,10.6358,3808.899902,25.200021,175.44
2009-05-21,22.2547,16.24142,10.50071,3804.699951,25.38002,178.54
2009-05-22,21.64656,16.021694,10.46829,3755.399902,25.020021,181.43
2009-05-25,21.91179,,10.09022,3735.300049,,
